10000	16	3.661973
10000	16	0.525696
10000	16	0.490493
10000	16	0.493916
10000	16	0.528004
10000	16	0.499360
10000	16	0.498370
10000	16	0.492059
10000	16	0.488276
10000	16	0.523347
20000	16	0.853095
20000	16	1.246007
20000	16	1.303963
20000	16	1.274149
20000	16	0.911466
20000	16	1.290608
20000	16	1.301988
20000	16	1.299312
20000	16	0.900212
20000	16	1.308083
30000	16	1.869415
30000	16	1.546844
30000	16	1.521028
30000	16	1.523757
30000	16	1.521221
30000	16	1.538018
30000	16	1.544793
30000	16	1.560092
30000	16	1.616010
30000	16	1.541074
40000	16	2.458185
40000	16	2.432290
40000	16	2.425699
40000	16	2.417200
40000	16	2.379689
40000	16	2.404579
40000	16	2.429315
40000	16	2.433448
40000	16	2.596745
40000	16	2.664897
50000	16	3.549487
50000	16	3.538594
50000	16	3.568684
50000	16	3.550854
50000	16	4.131144
50000	16	4.225154
50000	16	3.829383
50000	16	3.573630
50000	16	3.552190
50000	16	3.541186
60000	16	5.039908
60000	16	4.958755
60000	16	4.958923
60000	16	4.988004
60000	16	5.647167
60000	16	4.970036
60000	16	4.954922
60000	16	4.991604
60000	16	4.955610
60000	16	5.040910
10000	32	0.863113
10000	32	0.450046
10000	32	0.477629
10000	32	0.502530
10000	32	0.513663
10000	32	0.526402
10000	32	0.474874
10000	32	0.495451
10000	32	0.496480
10000	32	0.476524
20000	32	0.689886
20000	32	0.641726
20000	32	0.649444
20000	32	0.702745
20000	32	0.686894
20000	32	0.673195
20000	32	0.636465
20000	32	0.671840
20000	32	0.667455
20000	32	0.671533
30000	32	1.062604
30000	32	1.212284
30000	32	1.193733
30000	32	1.223317
30000	32	1.241831
30000	32	1.143668
30000	32	1.368133
30000	32	1.144363
30000	32	1.378929
30000	32	0.958685
40000	32	1.722635
40000	32	1.401462
40000	32	1.424132
40000	32	1.448189
40000	32	1.555760
40000	32	1.542866
40000	32	1.528198
40000	32	1.524629
40000	32	1.554916
40000	32	1.528517
50000	32	2.205482
50000	32	2.332858
50000	32	2.146958
50000	32	2.390999
50000	32	2.297351
50000	32	2.113404
50000	32	2.362669
50000	32	2.443525
50000	32	2.289158
50000	32	2.335175
60000	32	3.059280
60000	32	2.993841
60000	32	3.219413
60000	32	3.322057
60000	32	3.006096
60000	32	3.274181
60000	32	3.251705
60000	32	3.050158
60000	32	2.794846
60000	32	3.091358
10000	64	0.648192
10000	64	0.549810
10000	64	0.541182
10000	64	0.549983
10000	64	0.512392
10000	64	0.588676
10000	64	0.502167
10000	64	0.499406
10000	64	0.502039
10000	64	0.512102
20000	64	0.597131
20000	64	0.605164
20000	64	0.659992
20000	64	0.630084
20000	64	0.661065
20000	64	0.636842
20000	64	0.605406
20000	64	0.618053
20000	64	0.616500
20000	64	0.571946
30000	64	0.819061
30000	64	1.195163
30000	64	1.220656
30000	64	1.209521
30000	64	1.176867
30000	64	1.208234
30000	64	1.212053
30000	64	1.188860
30000	64	1.183841
30000	64	1.203911
40000	64	1.442773
40000	64	1.065724
40000	64	1.073138
40000	64	1.060141
40000	64	1.228139
40000	64	1.259174
40000	64	1.252466
40000	64	1.238499
40000	64	1.233466
40000	64	1.250919
50000	64	1.571281
50000	64	1.428820
50000	64	1.445108
50000	64	1.427380
50000	64	1.416774
50000	64	1.423569
50000	64	1.520414
50000	64	1.475310
50000	64	1.420090
50000	64	1.414482
60000	64	1.907534
60000	64	2.194706
60000	64	2.204796
60000	64	2.221802
60000	64	2.210691
60000	64	2.234811
60000	64	1.854359
60000	64	2.202762
60000	64	2.219935
60000	64	2.206661
10000	128	0.870967
10000	128	0.586083
10000	128	0.550597
10000	128	0.608943
10000	128	0.558294
10000	128	0.550839
10000	128	0.542708
10000	128	0.546950
10000	128	0.586024
10000	128	0.554712
20000	128	0.639185
20000	128	0.603825
20000	128	0.714746
20000	128	0.648801
20000	128	0.613648
20000	128	0.618914
20000	128	0.627240
20000	128	0.675384
20000	128	0.642982
20000	128	0.595315
30000	128	0.773399
30000	128	0.849655
30000	128	1.175509
30000	128	1.236331
30000	128	1.097866
30000	128	0.775607
30000	128	1.151856
30000	128	0.753652
30000	128	0.800607
30000	128	0.758105
40000	128	1.073270
40000	128	1.178480
40000	128	1.098929
40000	128	1.361101
40000	128	1.345227
40000	128	1.426773
40000	128	1.326085
40000	128	1.414614
40000	128	1.140333
40000	128	1.114290
50000	128	1.587969
50000	128	1.315061
50000	128	1.258055
50000	128	1.202354
50000	128	1.283200
50000	128	1.213007
50000	128	1.240496
50000	128	1.199191
50000	128	1.259042
50000	128	1.284001
60000	128	1.544837
60000	128	1.526552
60000	128	1.514587
60000	128	1.534288
60000	128	1.592232
60000	128	1.675690
60000	128	1.679453
60000	128	1.537490
60000	128	1.504420
60000	128	1.565654
10000	240	0.742067
10000	240	0.724833
10000	240	0.715746
10000	240	0.721703
10000	240	0.713527
10000	240	0.676956
10000	240	0.703394
10000	240	0.709696
10000	240	0.693818
10000	240	0.695054
20000	240	0.781466
20000	240	1.193690
20000	240	1.178598
20000	240	1.177814
20000	240	1.180203
20000	240	1.210565
20000	240	1.216639
20000	240	1.140143
20000	240	1.168668
20000	240	1.177305
30000	240	1.402046
30000	240	1.139082
30000	240	1.204609
30000	240	1.170483
30000	240	1.168542
30000	240	1.175658
30000	240	1.186503
30000	240	1.174628
30000	240	1.179496
30000	240	1.203903
40000	240	1.276895
40000	240	1.307502
40000	240	1.300104
40000	240	1.280674
40000	240	1.280381
40000	240	1.255259
40000	240	1.286174
40000	240	1.296347
40000	240	1.238423
40000	240	1.289563
50000	240	1.565508
50000	240	1.399635
50000	240	1.437971
50000	240	1.404282
50000	240	1.396749
50000	240	1.380523
50000	240	1.408213
50000	240	1.397266
50000	240	1.403273
50000	240	1.371300
60000	240	1.700906
60000	240	1.699577
60000	240	1.700157
60000	240	1.719483
60000	240	1.688906
60000	240	1.745705
60000	240	1.710503
60000	240	1.724222
60000	240	1.680424
60000	240	1.689811
