10000	0.332528
10000	0.362055
10000	0.368731
10000	0.416411
10000	0.341266
10000	0.349921
10000	0.359524
10000	0.35406
10000	0.359706
10000	0.355184
20000	0.381068
20000	0.37259
20000	0.355617
20000	0.361456
20000	0.365321
20000	0.361383
20000	0.352253
20000	0.402853
20000	0.359977
20000	0.340485
30000	0.388754
30000	0.375354
30000	0.368617
30000	0.364549
30000	0.401478
30000	0.381654
30000	0.389932
30000	0.3523
30000	0.376512
30000	0.364447
40000	0.406766
40000	0.367921
40000	0.376226
40000	0.388597
40000	0.389361
40000	0.381133
40000	0.368818
40000	0.375936
40000	0.368869
40000	0.361979
50000	0.392034
50000	0.372229
50000	0.400539
50000	0.415469
50000	0.367106
50000	0.377218
50000	0.380033
50000	0.387064
50000	0.39217
50000	0.455427
60000	0.387795
60000	0.378686
60000	0.404423
60000	0.433192
60000	0.398042
60000	0.396601
60000	0.434537
60000	0.375854
60000	0.397711
60000	0.373051
